name,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,ck_oo_numberOfPrivateAttributes,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
org.apache.lucene.index.SegmentTermPositions,4,0.041469,0,0,2.04,0.059453,0.048594,0,0.023169,4.753267,0,2.04,3.07,0,0,15,0.035302,2.04,1.536396,0,0.22439,3.07,6,117,9,14,2,1,0,0,11,2.02,27,0.066746,0.040575,0.257467,1.01,2.11,6,3.1,7,7,2.03,0,1.01,0.238801,0,0.022967,0,0.063258,5,7,0.023249,5.78,0.010512,0.067643
org.apache.lucene.index.SegmentTermVector,0,0,0.030279,0,0,0.002104,0,1.01,0,1.543304,0,0,0,0,1,8,0,0,1.169512,0,0,0,1,48,0,7,1,3,0,0,5,0,14,0,0,0,0,0,4,0,3,3,0,0,1.01,0.346995,0,0,0,0,0,7,0.02859,0,0.242286,0
org.apache.lucene.index.SerialMergeScheduler,0,0,0.036735,0,0,0.004376,0,1.01,0,1.546537,0,0,0,0,0,3,0,0,0.473857,0,0,0,4,12,0,2,2,1,0,1.01,1,0,5,0,0,0,0,0,5,0,0,0,0,0.041667,0,0.059221,0,0,0,0,0,2,0,0,0,0
org.apache.lucene.index.SnapshotDeletionPolicy,1,0,0,0,0,0.050443,0,0,0,2.020164,0,0,0,0,0,6,0,0,0.935962,0,0,0,3,36,0,5,1,0,0,0,2,0,15,0,0,0,1.01,0,3,1.01,3,3,0,0,1.01,0.230594,0,0.037315,0,0.031899,0,4,0.052673,0,0.045179,0
org.apache.lucene.index.SortedTermVectorMapper,0,0,0,0,0,0.024232,0,0,0,0.539871,0,0,0,1,0,5,0,0,0.15576,0,0,0,3,64,0,3,2,0,0,0,0,0,19,0,0,0,0,0,3,0,5,4,0,0,0,0.016871,1.01,0,0.04,0,3,3,0,0,0,0
org.apache.lucene.index.StaleReaderException,0,0,0.032448,0,0,0.010501,0,1.01,0,0.428222,0,0,0,0,0,1,0,0,0.113845,0,0,0,0,5,0,0,4,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1.01,0.009959,0,0,0,0,0,0,0.032182,0,0,0
org.apache.lucene.index.StoredFieldsWriter,1,0,0,0,0,0.015937,0,0,0,0.644864,0,0,0,0,0,11,0,0,0.359571,0,0,0,12,104,1,10,2,3,0,0,13,0,30,0,0,0,0,0,13,0,6,0,0,0,0,0.107477,0,0,0,0,1,4,0,0,0.004345,0
org.apache.lucene.index.StoredFieldsWriterPerField,0,0,0,0,0,0.005536,0,0,0,0.644864,0,0,0,0,0,3,0,0,0.359571,0,0,0,9,34,0,2,2,1,0,0,1,0,10,0,0,0,0,0,9,0,3,0,0,0,0,0.107477,0,0,0,0,0,1,0,0,0.004345,0
org.apache.lucene.index.StoredFieldsWriterPerThread,0,0,0,0,0,0.00562,0,0,0,0.644864,0,0,0,0,0,5,0,0,0.359571,0,0,0,11,33,0,4,2,2,0,0,0,0,9,0,0,0,0,0,11,0,4,0,0,0,0,0.107477,0,0,0,0,0,4,0,0,0.004345,0
org.apache.lucene.index.Term,1,0,1.304692,0,0,0.00691,0.011628,32.7,0,2.959633,0,0,1.01,0,0,13,0,0,1.051776,0,0,2.02,0,53,0,10,1,91,0,0,0,0,18,0.224564,0,0.206475,0,0,91,2.02,2,0,1.01,0,32.7,0.205006,0,0,0,0.238007,0,8,1.297264,3.11,0.03109,0.011452
org.apache.lucene.index.TermBuffer,1,0,0,0,1.01,0.030104,0,0,0.068511,1.40126,0,1.01,0,0,0,10,0.071429,1.01,0.421821,0,0,0,4,96,0,9,1,1,0,0,0,0,29,0,0.067258,0.061449,1.01,0,5,1.06,6,6,0,0,1.01,0.054591,0,0.071429,0,0.067366,0,6,0.069377,1.16,0.000001,0
org.apache.lucene.index.TermDocs,0,0,0.766217,0,0,0.001321,0,18.22,0,0.884702,0,0,0,0,0,8,0,0,0.226138,0,0,0,2,10,0,8,0,27,0,0,28,0,8,0,0,0,0,0,29,0,0,0,0,0,18.22,0.017694,0,0,0,0,0,8,0.761658,0,0,0
org.apache.lucene.index.TermEnum,0,0,0.808437,0,0,0.001321,0,17.24,0,0.884702,0,0,0,0,3,6,0,0,0.226138,2.02,0,0,1,13,0,5,1,39,0.097917,0,10,0,7,0,0,0,0,0,40,0,0,0,0,0,17.24,0.017694,0,0,0,0,0,5,0.803271,0,0,0
org.apache.lucene.index.TermFreqVector,0,0,0.186853,0,0,0.003298,0,6.08,0,1.586171,0,0,0,0,0,6,0,0,0.423422,0,0,0,0,8,0,6,0,19,0,0,15,0,6,0,0,0,0,0,19,0,0,0,0,0,6.08,0.037736,0,0,0,0,0,6,0.18458,0,0,0
org.apache.lucene.index.TermInfo,0,0,0.060129,0,0,0.001321,0,2.02,0,0.884702,0,0,0,0,0,5,0,0,0.226138,0,0,0,0,31,0,2,1,8,0,0,0,0,5,0,0,0,0,0,8,0,4,0,0,0,2.02,0.017694,0,0,0,0,0,0,0.058144,0,0,0
org.apache.lucene.index.TermInfosReader,6,0.070364,0,0,3.04,0.06618,0.065577,0,0.149496,5.4907,0,0,3.04,0,0,19,0,3.07,2.405305,0,0,3.05,12,199,0,17,1,2,0,0,72,0,40,0.080688,0.150865,0.184926,5.06,4.31,14,5.12,13,13,2.03,0,5.06,0.52319,0,0.713373,0,0.623868,0,6,0.713437,6.66,0.242371,0.081205
org.apache.lucene.index.TermInfosWriter,4,0,0.060129,1.02,3.08,0.078733,0,2.02,0.046419,4.036531,0,2.02,2.03,3,0,9,0.121429,1.03,1.14661,0,0,2.03,6,130,0,7,1,3,0,0,0,0,30,0.117477,0.141491,0.190581,3.04,0,9,3.07,19,11,0,0,5.06,0.129387,0,0.139529,0,0.159059,0,0,0.198529,6.56,0.000001,0.117477
org.apache.lucene.index.TermPositionVector,0,0,0.063809,0,0,0.001321,0,1.02,0,0.884702,0,0,0,0,0,2,0,0,0.226138,0,0,0,2,4,0,2,0,5,0,0,1,0,2,0,0,0,0,0,7,0,0,0,0,0,1.02,0.017694,0,0,0,0,0,2,0.063414,0,0,0
org.apache.lucene.index.TermPositions,0,0.041469,0.534439,0,0,0.03529,0.048594,7.1,0,4.092027,0,0,2.03,0,0,4,0,0,1.146185,0,0,2.03,1,8,0,4,0,21,0,0,6,0,4,0.047138,0,0.042184,0,2.06,22,2.03,0,0,2.03,0,7.1,0.117162,0,0,0,0.047452,0,4,0.531608,2.03,0,0.048036
org.apache.lucene.index.TermVectorAccessor,1,0,0,0,0,0.037799,0,0,0,0.333215,0,0,0,0,0,3,0,0,0.30239,0,0,0,7,58,0,2,1,0,0,0,1,0,30,0,0,0,0,0,7,0,4,4,0,0,0,0.111072,0,0,0,0,0,1,0,0,0.045096,0
org.apache.lucene.index.TermVectorEntry,0,0,0,0,0,0.018409,0,0,0,0.539871,0,0,0,0,0,13,0,0,0.15576,0,0,0,1,57,0,11,1,3,0,0,31,0,16,0,0,0,0,0,4,0,5,4,0,0,0,0.016871,0,0,0,0,0,8,0,0,0,0
org.apache.lucene.index.TermVectorEntryFreqSortedComparator,0,0,0,0,0,0.00789,0,0,0,0.539871,0,0,0,0,0,2,0,0,0.15576,0,0,0,1,17,0,1,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0.016871,0,0,0,0,0,1,0,0,0,0
org.apache.lucene.index.TermVectorMapper,0,0.032563,0.462923,0,0,0.023728,0.04,4.04,0,0.989963,0,0,1.01,0,4,7,0,0,0.295571,1.01,0,1.01,1,22,0,5,1,13,0,0,10,0,7,0.038439,0,0.032176,0,1.04,14,1.01,2,2,1.01,0,4.04,0.034875,0,0,0,0.030566,0,5,0.462262,1.02,0,0.038439
org.apache.lucene.index.TermVectorOffsetInfo,0,0,0.460754,0,0,0.008241,0,4.1,0,1.586171,0,0,0,1,0,8,0,0,0.423422,0,0,0,0,37,0,6,1,17,0,0,0,0,8,0,0,0,0,0,17,0,3,2,0,0,4.1,0.037736,0,0,0,0,0,6,0.458671,0,0,0
org.apache.lucene.index.TermVectorsReader,7,0.132233,0.148888,0,4.08,0.149037,0.025661,3.04,0.028201,8.546505,0,2.04,2.1,0,0,21,0.072029,1.01,2.889462,0,0,4.12,11,345,0,18,1,5,0,0,31,0,52,0.119472,0.164383,0.523567,3.03,4.47,16,7.22,15,8,1.02,0,6.07,0.480748,0,0.071665,0,0.219781,0,2,0.225514,12.54,0.031119,0.068666
org.apache.lucene.index.TermVectorsTermsWriter,0,0,0,0,0,0.025089,0,0,0,1.218825,0,0,0,0,0,13,0,0,0.715751,0,0.2,0,16,164,1,12,2,3,0,0,34,1.01,45,0,0,0.16752,0,0,16,0,9,0,0,0,0,0.22227,0,0,0,0,1,3,0,1.01,0.014858,0
org.apache.lucene.index.TermVectorsTermsWriterPerField,0,0.146846,0,0,0,0.022432,0,0,0,1.218825,0,0,1.01,0,0,9,0,0,0.715751,0,0,1.01,17,149,0,8,2,2,0,0,8,0,32,0.195348,0,0.16752,0,1.07,17,1.01,10,0,0,0,0,0.22227,0,0,0,0.185333,0,1,0,1.03,0.014858,0.195348
org.apache.lucene.index.TermVectorsTermsWriterPerThread,0,0,0,0,0,0.007297,0,0,0,0.644864,0,0,0,0,0,7,0,0,0.359571,0,0,0,10,52,0,6,2,2,0,0,7,0,13,0,0,0,0,0,10,0,7,0,0,0,0,0.107477,0,0,0,0,0,4,0,0,0.004345,0
org.apache.lucene.index.TermVectorsWriter,0,0.017679,0.18958,0,2.12,0.051751,0.028484,3.03,0.034233,3.992499,0,1.04,2.13,0,0,4,0.027481,1.04,1.183103,0,0,2.13,11,140,0,3,1,2,0,0,0,0,30,0.073779,0.099898,0.188462,3.03,1.51,13,3.28,5,4,1.08,0,4.04,0.143789,0,0.155507,0,0.137027,0,1,0.285713,6.12,0.000001,0.075414
org.apache.lucene.index.TermsHash,0,0,0,0,1.01,0.041548,0,0,0.16645,1.218825,0,0,0,0,0,11,0,1.04,0.715751,0,0,0,13,140,1,10,2,3,0,0,0,0,38,0,0.2,0.16752,0,0,13,0,10,4,0,0,0,0.22227,0,0,0,0,0,4,0,1.02,0.014858,0
org.apache.lucene.index.TermsHashConsumer,0,0,0,0,1.01,0.004548,0,0,0,1.218825,0,0,0,0,2,8,0,0,0.715751,0,0,0,5,12,0,7,1,5,0,0,21,0,8,0,0.2,0.16752,0,0,8,0,1,0,0,0,0,0.22227,0,0,0,0,0,0,0,1.01,0.014858,0
org.apache.lucene.index.TermsHashConsumerPerField,0,0.146846,0,0,0,0.003616,0,0,0,1.218825,0,0,1.01,0,2,7,0,0,0.715751,0,0,1.01,3,8,0,6,1,7,0,0,15,0,7,0.195348,0,0.16752,0,1.05,10,1.01,0,0,0,0,0,0.22227,0,0,0,0.185333,0,0,0,1.01,0.014858,0.195348
org.apache.lucene.index.TermsHashConsumerPerThread,0,0,0,0,0,0.002265,0,0,0,0.644864,0,0,0,0,2,5,0,0,0.359571,0,0,0,4,6,0,4,1,8,0,0,6,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0.107477,0,0,0,0,0,2,0,0,0.004345,0
org.apache.lucene.index.TermsHashPerField,2,0.146846,0,0,0,0.049114,0,0,0,1.218825,0,0,0,0,0,18,0,0,0.715751,0,0,0,17,378,0,17,2,10,0,0,44,0,39,0,0,0.16752,0,1.06,24,1.01,22,7,0,0,0,0.22227,0,0,0,0.185333,0,6,0,1.01,0.014858,0
org.apache.lucene.index.TermsHashPerThread,1,0,0,0,0,0.01585,0,0,0,1.218825,0,1.01,1.01,0,0,8,0.2,0,0.715751,0,0,1.01,14,79,0,7,2,9,0,0,1,0,23,0.195348,0,0.16752,0,0,20,1.01,10,0,0,0,0,0.22227,0,0,0,0.185333,0,3,0,1.04,0.014858,0.195348
org.apache.lucene.index.memory.AnalyzerUtil,2,0.012825,0,0,0,0.223759,0.0188,0,0,4.391323,0,0,1.01,0,0,11,0,0,2.153566,0,0,1.01,4,131,0,10,1,0,0,0,45,0,41,0.018453,0,0.01525,0,1.09,4,2.02,2,2,1.01,0,0,0.538003,0,0,0,0.242912,0,8,0,1.06,0.273376,0.018738
org.apache.lucene.index.memory.MemoryIndex,3,0.01783,0.081606,0,3.03,0.702014,0.019678,1.01,0.011628,8.008491,0,2.02,3.05,0,0,13,0.023872,3.03,3.190871,0,0,3.05,9,187,0,11,1,1,0,0,39,0,59,0.021635,0.010678,0.03644,2.02,3.42,10,5.11,8,8,3.03,0,3.03,0.665103,0,0.024961,0,0.266457,0,8,0.105586,4.44,0.273831,0.021434
org.apache.lucene.index.memory.PatternAnalyzer,4,0.010857,0,1.01,1.02,0.247947,0,0,0.011628,5.660912,0,1.01,1.01,4,0,9,0.011628,1.01,2.465077,0,0,1.01,4,148,0,8,2,1,0,0,20,0,31,0.01149,0.010678,0.009092,0,1.07,5,1.05,8,4,0,0,0,0.560621,3.05,0,0.058468,0.01105,4,4,0,1.56,0.273376,0.011452
org.apache.lucene.index.memory.SynonymMap,5,0,0,0,0,0.084844,0,0,0,3.550634,0,0,0,0,0,9,0,0,1.656557,0,0,0,0,217,0,8,1,2,0,0,26,0,58,0,0,0,1.01,0,2,0,3,3,0,0,1.01,0.379852,0,0.014711,0,0,0,2,0.014466,0,0.242286,0
org.apache.lucene.index.memory.SynonymTokenFilter,1,0,0,0,0,0.028339,0,0,0,3.274608,0,0,0,1,0,4,0,0,1.884353,0,0,0,4,58,1,3,3,0,0,0,3,0,14,0,0,0.17703,0,0,4,1.01,7,6,0,0,0,0.520194,2.02,0,0.057725,0.226957,3,1,0,1.01,0.273376,0
org.apache.lucene.misc.ChainedFilter,5,0.086326,0,0,0,0.016933,0,0,0,1.577972,0,1.02,1.03,5,0,11,0.1,0,1.317912,0,0,1.03,7,145,0,8,2,0,0,0,12,0,33,0.098548,0,0.114702,1.05,1.12,7,2.11,8,3,0,0,1.05,0.408998,1.01,0.092569,0.053739,0.134457,1,2,0.095364,2.37,0.242369,0.098548
org.apache.lucene.misc.HighFreqTerms,1,0,0,0,0,0.111147,0,0,0,0.130681,0,0,0,1,0,3,0,0,0.030758,0,0,0,6,40,0,2,1,0,0,0,1,0,18,0,0,0.012513,0,0,6,1.02,1,0,0,0,0,0.001867,0,0,0,0.01352,0,1,0,1.13,0,0
org.apache.lucene.misc.IndexMergeTool,0,0,0,0,0,0.134511,0,0,0,2.061744,0,0,0,0,0,2,0,0,1.307991,0,0,0,4,20,0,1,1,0,0,0,0,0,11,0,0,0,1.01,0,4,0,0,0,0,0,1.01,0.362225,0,0.013632,0,0,0,1,0.01037,0,0.242286,0
org.apache.lucene.misc.LengthNormModifier,0,0,0,0,0,0.121981,0,0,0,2.148653,0,0,0,0,0,3,0,0,0.846526,0,0,0,7,74,0,2,1,0,0,0,1,0,35,0,0,0.009631,0,0,7,0,2,2,0,0,0,0.18913,0,0,0,0,0,2,0,1.02,0.03109,0
org.apache.lucene.misc.SweetSpotSimilarity,0,0,0,0,0,0.158316,0,0,0,1.774526,0,0,0,0,0,9,0,0,0.459158,0,0,0,1,93,0,8,3,0,0,0,20,0,22,0,0,0,0,0,1,0,12,12,0,0,0,0.037491,1.01,0,0.025,0,13,8,0,0,0,0
org.apache.lucene.misc.TermInfo,0,0,0,0,0,0.111147,0,0,0,0.130681,0,0,0,0,0,1,0,0,0.030758,0,0,0,1,8,0,0,1,2,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0.001867,0,0,0,0,0,0,0,0,0,0
org.apache.lucene.misc.TermInfoQueue,0,0,0,0,0,0.111147,0,0,0,0.130681,0,0,0,0,0,2,0,0,0.030758,0,0.047619,0,2,10,1,1,2,1,0,0,0,1.01,3,0,0,0,0,0,3,0,0,0,0,0,0,0.001867,1.01,0,0.047619,0,9,0,0,0,0,0
org.apache.lucene.queryParser.CharStream,0,0.025729,0.014395,0,0,0.012811,0.033462,1.01,0,2.48357,0,0,2.04,0,0,12,0,0,1.686718,0,0,2.04,0,14,0,12,0,3,0,0,66,0,12,0.033344,0,0.027665,0,2.42,3,2.04,0,0,2.04,0,1.01,0.50566,0,0,0,0.029482,0,12,0.014466,2.04,0.273376,0.033551
org.apache.lucene.queryParser.FastCharStream,1,0,0,0,0,0.001321,0,0,0,0.884702,0,0,0,0,0,14,0,0,0.226138,0,0,0,1,80,0,13,1,1,0,0,10,0,20,0,0,0,0,0,2,0,6,0,0,0,0,0.017694,0,0,0,0,0,12,0,0,0,0
org.apache.lucene.queryParser.MultiFieldQueryParser,1,0.0576,0.020369,1.03,2.04,0.475385,0.014199,2.03,0.037657,7.067766,0.011853,1.01,5.12,0,0,12,0.066667,2.03,2.58019,0,0.125408,6.16,8,142,18,10,2,3,0,0,25,5.07,33,0.116343,0.027878,0.143587,2.04,7.28,11,7.28,2,0,2.05,0,4.07,0.467651,11.35,0.014711,0.840718,0.142195,57,3,0.046166,9.8,0.242287,0.098083
org.apache.lucene.queryParser.ParseException,0,0,0.089191,0,0,0.004292,0,5.06,0,2.17304,0,0,0,3,0,5,0,0,1.67682,0,0,0,1,112,0,2,3,6,0,0,1,0,17,0,0,0.393206,0,0,7,0,5,0,0,0,5.06,0.524112,0,0,0,0,0,1,0.089257,1.03,0.273376,0
org.apache.lucene.queryParser.QueryParser,14,0.534292,0.128992,2.03,7.09,0.472713,0.618382,8.14,0.518291,12.165047,0.011853,1.04,10.39,5,2,80,0.014733,2.02,4.491155,3.03,0,10.39,26,1120,0,77,1,10,0.061022,0,2602,0,166,0.855334,0.633113,1.029712,3.03,32.36,36,14.54,42,24,7.17,0,11.17,0.86353,0,0.05733,0,1.151187,0,41,0.188345,18.86,0.318555,0.860025
org.apache.lucene.queryParser.QueryParserConstants,0,0,0,2.02,2.02,0.021186,0,0,0,1.702377,0,0,0,38,0,0,0,0,1.331071,0,0,0,0,75,0,0,0,2,0,0,0,0,0,0,0.118062,0.088383,0,0,2,0,38,0,0,0,0,0.404293,0,0,0,0,0,0,0,2.04,0.242369,0
org.apache.lucene.queryParser.QueryParserTokenManager,26,0.280486,0.014395,0,0,0.432344,0,1.01,0,5.379135,0,1.01,1.01,4,0,34,0.5,0,2.574641,0,0,1.01,4,1120,0,32,1,1,0,0,198,0,45,0.459071,0,0.555394,0,1.28,5,1.01,19,2,0,0,1.01,0.627959,0,0,0,0.459605,0,5,0.014466,8.61,0.27346,0.463464
org.apache.lucene.queryParser.Token,0,0.280486,0,0,0,0.017504,0.481481,0,0,0.658602,0,0,1.02,8,0,7,0,0,0.943374,0,0,1.04,0,38,0,4,1,3,0,0,6,0,7,0.459071,0,0.393206,0,1.05,3,1.04,8,0,1.02,0,0,0.329301,0,0,0,0.459605,0,4,0,1.2,0.242286,0.463464
org.apache.lucene.queryParser.TokenMgrError,0,0,0,0,0,0.007727,0,0,0,2.17304,0,0,0,0,0,6,0,0,1.67682,0,0,0,0,71,0,3,3,2,0,0,3,0,17,0,0,0,0,0,2,0,5,0,0,0,0,0.524112,0,0,0,0,0,1,0,0,0.273376,0
org.apache.lucene.queryParser.analyzing.AnalyzingQueryParser,0,0,0,0,0,0.156976,0,0,0,3.20696,0,0,0,0,0,5,0,0,1.906604,0,0.125408,0,6,176,18,4,2,0,0,0,6,5.07,35,0,0,0.218599,0,0,6,1.01,0,0,0,0,0,0.532549,8.34,0,0.819554,0.226957,59,0,0,2.07,0.273376,0
org.apache.lucene.queryParser.precedence.CharStream,0,0.218224,0,0,0,0.016872,0.232106,0,0,1.878523,0,0,2.04,0,0,12,0,0,0.738142,0,0,2.04,0,14,0,12,0,3,0,0,66,0,12,0.226811,0,0.189205,0,2.42,3,2.04,0,0,2.04,0,0,0.172476,0,0,0,0.240633,0,12,0,2.04,0.03109,0.227195
org.apache.lucene.queryParser.precedence.FastCharStream,1,0,0,0,0,0.015289,0,0,0,1.434709,0,0,0,0,0,14,0,0,0.347194,0,0,0,1,80,0,13,1,1,0,0,10,0,20,0,0,0,0,0,2,0,6,0,0,0,0,0.023545,0,0,0,0,0,12,0,0,0,0
org.apache.lucene.queryParser.precedence.ParseException,0,0,0,0,0,0.021805,0,0,0,0.550007,0,0,0,3,0,5,0,0,0.121056,0,0,0,1,109,0,2,3,1,0,0,1,0,17,0,0,0,0,0,2,0,5,0,0,0,0,0.005851,0,0,0,0,0,1,0,0,0,0
org.apache.lucene.queryParser.precedence.PrecedenceQueryParser,10,0.280486,0,0,0,0.196794,0,0,0,3.037591,0,0,1.03,6,0,55,0,0,1.816344,0,0,1.03,23,948,0,52,1,0,0,0,1010,0,133,0.459071,0,0.570236,0,2.5,23,2.06,37,24,0,0,0,0.514823,0,0,0,0.686563,0,30,0,2.12,0.273376,0.463464
org.apache.lucene.queryParser.precedence.PrecedenceQueryParserConstants,0,0,0,0,0,0.008858,0,0,0,0.550007,0,0,0,36,0,0,0,0,0.121056,0,0,0,0,71,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,36,0,0,0,0,0.005851,0,0,0,0,0,0,0,0,0,0
org.apache.lucene.queryParser.precedence.PrecedenceQueryParserTokenManager,27,0,0,0,0,0.121073,0,0,0,1.174474,0,0,0,4,0,35,0,0,0.570704,0,0,0,4,1037,0,33,1,1,0,0,226,0,46,0,0,0,0,0,5,0,19,2,0,0,0,0.161968,0,0,0,0,0,5,0,0,0.03109,0
org.apache.lucene.queryParser.precedence.Token,0,0,0,0,0,0.009199,0,0,0,0.550007,0,0,0,8,0,3,0,0,0.121056,0,0,0,0,18,0,2,1,3,0,0,1,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0.005851,0,0,0,0,0,2,0,0,0,0
org.apache.lucene.queryParser.precedence.TokenMgrError,0,0,0,0,0,0.015104,0,0,0,0.550007,0,0,0,0,0,6,0,0,0.121056,0,0,0,0,71,0,3,3,2,0,0,3,0,17,0,0,0,0,0,2,0,5,0,0,0,0,0.005851,0,0,0,0,0,1,0,0,0,0
org.apache.lucene.queryParser.surround.parser.CharStream,0,0.01083,0,0,0,0.021748,0.014199,0,0,1.287272,0,0,1.02,0,0,10,0,0,0.298712,0,0,1.02,0,12,0,10,0,3,0,0,45,0,10,0.013736,0,0.012175,0,1.21,3,1.02,0,0,1.02,0,0,0.01737,0,0,0,0.013676,0,10,0,1.02,0,0.013943
org.apache.lucene.queryParser.surround.parser.FastCharStream,1,0,0,0,0,0.021007,0,0,0,1.467925,0,0,0,0,0,14,0,0,0.357413,0,0,0,1,80,0,13,1,1,0,0,10,0,20,0,0,0,0,0,2,0,6,0,0,0,0,0.024555,0,0,0,0,0,12,0,0,0,0
org.apache.lucene.queryParser.surround.parser.ParseException,0,0,0.012356,0,0,0.031663,0,1.01,0,0.583223,0,0,0,3,0,5,0,0,0.131275,0,0,0,1,109,0,2,3,2,0,0,1,0,17,0,0,0,0,0,3,0,5,0,0,0,1.01,0.006861,0,0,0,0,0,1,0.012368,0,0,0
org.apache.lucene.queryParser.surround.parser.QueryParser,9,0,0.012356,0,0,0.119269,0,1.02,0,0.583223,0,0,0,4,0,46,0,0,0.131275,0,0,0,16,624,0,43,1,2,0,0,533,0,86,0,0,0,0,0,18,0,31,17,0,0,1.02,0.006861,0,0,0,0,0,22,0.012368,0,0,0
org.apache.lucene.queryParser.surround.parser.QueryParserConstants,0,0,0,0,0,0.009843,0,0,0,0.583223,0,0,0,26,0,0,0,0,0.131275,0,0,0,0,53,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,0.006861,0,0,0,0,0,0,0,0,0,0
org.apache.lucene.queryParser.surround.parser.QueryParserTokenManager,15,0,0,0,0,0.11484,0,0,0,0.583223,0,0,0,4,0,23,0,0,0.131275,0,0,0,4,678,0,21,1,1,0,0,130,0,34,0,0,0,0,0,5,0,19,2,0,0,0,0.006861,0,0,0,0,0,5,0,0,0,0
org.apache.lucene.queryParser.surround.parser.Token,0,0,0,0,0,0.013289,0,0,0,0.583223,0,0,0,8,0,3,0,0,0.131275,0,0,0,0,18,0,2,1,3,0,0,1,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0.006861,0,0,0,0,0,2,0,0,0,0
org.apache.lucene.queryParser.surround.parser.TokenMgrError,0,0,0,0,0,0.02182,0,0,0,0.583223,0,0,0,0,0,6,0,0,0.131275,0,0,0,0,71,0,3,3,2,0,0,3,0,17,0,0,0,0,0,2,0,5,0,0,0,0,0.006861,0,0,0,0,0,1,0,0,0,0
org.apache.lucene.queryParser.surround.query.AndQuery,0,0,0,0,0,0.00657,0,0,0,1.467925,0,0,0,0,0,2,0,0,0.357413,0,0,0,5,9,1,1,3,1,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0.024555,0,0,0,0,22,1,0,0,0,0
org.apache.lucene.queryParser.surround.query.BasicQueryFactory,1,0,0.012356,0,0,0.01182,0,1.01,0,1.467925,0,0,0,0,0,7,0,0,0.357413,0,0,0,4,26,0,5,1,10,0,0,6,0,10,0,0,0,0,0,14,0,2,2,0,0,1.01,0.024555,0,0,0,0,0,4,0.012368,0,0,0
org.apache.lucene.queryParser.surround.query.BooleanQueryTst,0,0,0,0,0,0.005369,0,0,0,1.245922,0,0,0,0,0,3,0,0,0.322998,0,0,0,9,40,0,2,1,0,0,0,0,0,12,0,0,0,1.01,0,9,0,7,0,0,0,1.01,0.027206,0,0.013333,0,0,0,2,0.012304,0,0,0
org.apache.lucene.queryParser.surround.query.ComposedQuery,0,0,0,0,0,0.020874,0,0,0,2.126527,0,0,0,0,4,15,0,0,1.300786,0,0,0,3,76,1,14,2,5,0,0,79,0,30,0,0,0,0,0,8,0,3,3,0,0,0,0.353856,0,0,0,0,9,8,0,0,0.242286,0
org.apache.lucene.queryParser.surround.query.DistanceQuery,0,0,0,0,0,0.020515,0,0,0,1.467925,0,0,0,0,0,7,0,0,0.357413,0,0,0,9,68,1,6,3,1,0,0,15,0,28,0,0,0,0,0,10,0,2,2,0,0,0,0.024555,0,0,0,0,22,6,0,0,0,0
org.apache.lucene.queryParser.surround.query.DistanceSubQuery,0,0,0,0,0,0.006242,0,0,0,1.467925,0,0,0,0,0,2,0,0,0.357413,0,0,0,1,4,0,2,0,3,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0.024555,0,0,0,0,0,2,0,0,0,0
org.apache.lucene.queryParser.surround.query.ExceptionQueryTst,0,0,0,0,0,0.005829,0,0,0,1.245922,0,0,0,0,0,3,0,0,0.322998,0,0,0,3,38,0,2,1,0,0,0,1,0,10,0,0,0,0,0,3,0,2,2,0,0,0,0.027206,0,0,0,0,0,2,0,0,0,0
